male with burkitt's	36	3.5679
man with burkitt's	33	3.2706
	26	2.5768
old man with	19	1.8831
no evidence of	15	1.4866
old woman with	15	1.4866
medical condition:56m w/burkitts	12	1.1893
reportindication: history of	10	0.9911
man with resected	9	0.8920
with large papillary	9	0.8920
or evidence of	9	0.8920
with history of	9	0.8920
woman with cutaneous	9	0.8920
woman with metastatic	8	0.7929
man with widely	8	0.7929
process such as	8	0.7929
large b cell	7	0.6938
man with metastatic	6	0.5946
to liver (	6	0.5946
radiation changes s/p	6	0.5946
anaplastic large cell	6	0.5946
9497**]ct pelvis w/contrastreason:	6	0.5946
56-year-old man with	5	0.4955
a history of	5	0.4955
are concerning for	5	0.4955
with diagnosis of	5	0.4955
in relation with	5	0.4955
malignancy such as	4	0.3964
with non-small cell	4	0.3964
extension strongly suggests	4	0.3964
77-year-old man with	4	0.3964
man with burkitt	4	0.3964
is concerning for	4	0.3964
contrastreason: eval for	4	0.3964
female with burkitt's	4	0.3964
most consistent with	4	0.3964
appearances consistent with	4	0.3964
consistent with known	4	0.3964
and fungal infection.	4	0.3964
woman with ho	4	0.3964
no evidence for	4	0.3964
old f with	4	0.3964
man with cad/	4	0.3964
post resection of	4	0.3964
icb and hx	4	0.3964
hiv, arf and	4	0.3964
suggest transitional or	4	0.3964
yrs ago for	4	0.3964
to evaluate for	4	0.3964
hepatosplenomegaly, diffuse lymphadenopathy.	4	0.3964
with hiv, hodgkins	4	0.3964
patient's history of	4	0.3964
___________________________________________________________________final reporthistory: metastatic	4	0.3964
rheumatologic flare vs.	4	0.3964
smaller, butconcerning for	4	0.3964
pain. history of	4	0.3964
nodule,sholder mass, ?	4	0.3964
55-year-old woman with	3	0.2973
extremity edema, metastatic	3	0.2973
alsoother intra-abd tumors/	3	0.2973
radiculopathyadmitting diagnosis: burkitt's	3	0.2973
__________________________________________________________________final reportclinical indication:	3	0.2973
the history or	3	0.2973
pulmonarynodules, suspicious for	3	0.2973
man with met	3	0.2973
the liver.possibilities include	3	0.2973
male with burkitts	3	0.2973
man with burkitts	3	0.2973
risk factors for	3	0.2973
other intraabdominal or	3	0.2973
this likely represents	3	0.2973
reportindication: large b-cell	3	0.2973
all concerning for	3	0.2973
neurology secondary to	3	0.2973
man with new	3	0.2973
____________________________________________________________________final report (revised)history:	3	0.2973
hx of burkitt's	3	0.2973
assess for possible	3	0.2973
is nospinal stenosis.impression:	3	0.2973
unkown primary with	3	0.2973
of liverlesions, question	3	0.2973
for evaluation for	3	0.2973
development of multiple	3	0.2973
examination:newly dx'd met	3	0.2973
a large cystic	3	0.2973
metastasis from a	3	0.2973
stent placement, possible	3	0.2973
is also suspiciousfor	3	0.2973
vertebral bodiesdue to	3	0.2973
first a subcutaneous	3	0.2973
reportindication: non-small cell	3	0.2973
are worrisome for	3	0.2973
man with ?	3	0.2973
patient with metastatic	3	0.2973
intraabdominal and osseous	3	0.2973
process due to	3	0.2973
and unlikely torepresent	3	0.2973
interval changeadmitting diagnosis:	3	0.2973
concerned for mediastinal/pulm	3	0.2973
the diagnosis of	3	0.2973
newly dx'd met	3	0.2973
last name 11219**]	2	0.1982
non small cell	2	0.1982
_______________________________________________________________________final reportindication: s/p	2	0.1982
the history of	2	0.1982
bleedand history of	2	0.1982
concerning for worsening	2	0.1982
disease, a primary	2	0.1982
(+), h/o non-hodgkins	2	0.1982
this examination:eval for	2	0.1982
female with metastatic	2	0.1982
and h/o r-	2	0.1982
history of metastatic	2	0.1982
babinski, with suspected	2	0.1982
for thepresence of	2	0.1982
12162**]reason: eval for	2	0.1982
lesslikely to represent	2	0.1982
liver concerning for	2	0.1982
found to have	2	0.1982
pe associated w/	2	0.1982
evaluation to exclude	2	0.1982
tube improvingadmitting diagnosis:	2	0.1982
? peadmitting diagnosis:	2	0.1982
entire spine probablyrepresenting	2	0.1982
ap chest.indication: metastatic	2	0.1982
male with metastatic	2	0.1982
head and neck	2	0.1982
be seen in	2	0.1982
evidence of osseous	2	0.1982
of prior malignancy,	2	0.1982
fistula and ?	2	0.1982
chest tubeadmitting diagnosis:	2	0.1982
stage non-small cell	2	0.1982
newly diagnosed with	2	0.1982
any change in	2	0.1982
of the lesions,	2	0.1982
57-year-old man with	2	0.1982
acute pulmonary embolism.2.	2	0.1982
gland may represent	2	0.1982
enhancementhistory: small cell	2	0.1982
disease due to	2	0.1982
________________________________________________________________________final reporthistory: right	2	0.1982
female with esophageal/para	2	0.1982
cancer. assess for	2	0.1982
60-year-old woman with	2	0.1982
likely representing worse	2	0.1982
this patient withknown	2	0.1982
femursare compatible with	2	0.1982
with hx of	2	0.1982
possibly secondary to	2	0.1982
architecture concerning for	2	0.1982
lesion in whichcase	2	0.1982
15181**]reason: eval for	2	0.1982
secondary toprior biopsy.	2	0.1982
parenchymal masses, suggesting	2	0.1982
diagnosed non-small cell	2	0.1982
_____________________________________________________________________final reportindication: known	2	0.1982
tube (repositioned)admitting diagnosis:	2	0.1982
aaa, as, ra,	2	0.1982
nodules to suggest	2	0.1982
svc concerning for	2	0.1982
may also represent	2	0.1982
aortic stenosis, and	2	0.1982
_____________________________________________________________________final reportindication: right	2	0.1982
suggestive of cholangiocarcinomathan	2	0.1982
h/o hiv, non-hodgkin's	2	0.1982
etiology.sclerotic focus of	2	0.1982
parkinson's disease, non-hodgkin's	2	0.1982
woman with h/o	2	0.1982
h/o cholangio-ca and	2	0.1982
given history of	2	0.1982
_________________________________________________________________final reportclinical information:	2	0.1982
number (radiology) 14812**]reason:	2	0.1982
intra-hepaticadmitting diagnosis: metastatic	2	0.1982
a hemangioma or	2	0.1982
lesions concerning for	2	0.1982
s/p rightpneumonectomy for	1	0.0991
of trach-hypergranulation tissue.hx-	1	0.0991
cancer. rule out	1	0.0991
this patientwith known	1	0.0991
hip pain.findings: extensive	1	0.0991
osseous lumbar spine	1	0.0991
in evaluation for	1	0.0991
intrapulm processadmitting diagnosis:	1	0.0991
3:09 a.m., [**3107-10-22**]history:	1	0.0991
lung status and	1	0.0991
newly diagnosed metastatic	1	0.0991
pneumonic process or	1	0.0991
age 55. mother--	1	0.0991
11313**]chief complaint:large left	1	0.0991
is again noted	1	0.0991
quadrant (? d/t	1	0.0991
size.the patient's known	1	0.0991
_________________________________________________________________________final reporthistory: hiv,	1	0.0991
(radiology) 9418**]reason: l	1	0.0991
to thehistory of	1	0.0991
presentation consistent with	1	0.0991
withlung cancer with	1	0.0991
number (radiology) 1640**]reason:	1	0.0991
of possibility of	1	0.0991
likelihood of a	1	0.0991
woman with met	1	0.0991
the possible evidenceof	1	0.0991
lesion, evaluate for	1	0.0991
formetastasis from a	1	0.0991
(radiology) 3589**]reason: met	1	0.0991
density pulmonary nodulesconsistentwith	1	0.0991
reportexam order: chest.history:	1	0.0991
time.past medical history:migrainesanemiahodgkins	1	0.0991
reportchest, single film.history:	1	0.0991
evidence ofleukemia or	1	0.0991
(un) 579**]discharge diagnosis:	1	0.0991
progression of his	1	0.0991
a second primary	1	0.0991
14796**]reason: restaging of	1	0.0991
of leukemia or	1	0.0991
secretary.family history:father had	1	0.0991
for this examination:met	1	0.0991
lobe suggestive of	1	0.0991
[**3243-2-25**],path considered probable	1	0.0991
to treat her	1	0.0991
of his non-hodgkin	1	0.0991
medical history:1. papillary	1	0.0991
[**hospital **] hospital,	1	0.0991
differential diagnosis includes	1	0.0991
earlier.indication: history of	1	0.0991
the liver c/w	1	0.0991
cycles abvdnon hodgkins	1	0.0991
with t cell	1	0.0991
confirmaadmitting diagnosis: burkitt's	1	0.0991
ptx/ locatiadmitting diagnosis:	1	0.0991
ct. ? granulomasvs.	1	0.0991
information on thepatient's	1	0.0991
right upper lobe	1	0.0991
with stage iiib	1	0.0991
course:72yo woman with	1	0.0991
was suggestive of	1	0.0991
with stage iv	1	0.0991
lung cancer versus	1	0.0991
stenosis treated medically.2.	1	0.0991
diagnosed as cutaneous	1	0.0991
yo m with	1	0.0991
l ptxadmitting diagnosis:	1	0.0991
__________________________________________________________________final reportindication: question	1	0.0991
severe) and cutaneoust-cell	1	0.0991
described.impression:bilateral metastases from	1	0.0991
condition:56 m with	1	0.0991
stomach cancer. auntwith	1	0.0991
iv colon cancer	1	0.0991
remains concerning for	1	0.0991
fibrillation- supraventricular tachycardias-	1	0.0991
the presence of	1	0.0991
prostate cancer and	1	0.0991
___________________________________________________________________final reportindication: burkitt	1	0.0991
for possibleleukemia or	1	0.0991
[**3107-10-22**]history: widely metastatic	1	0.0991
hismother died from	1	0.0991
consistent with worsening	1	0.0991
father died of	1	0.0991
pleural effusion. multiple	1	0.0991
mass concerning for	1	0.0991
tissues are otherwiseunremarkable.impression:	1	0.0991
(un) 347**]discharge diagnosis:	1	0.0991
sex: fservice:admitting diagnosis:	1	0.0991
with cholangiocarcinoma and	1	0.0991
male with resected	1	0.0991
that he has	1	0.0991
__________________________________________________________________final reportindication: burkitt's	1	0.0991
secondary to hisnon-hodgkin	1	0.0991
with servicedischarge diagnosis:asdmigrainescoma/seizurehodgkin's	1	0.0991
management.past medical history:hyperchol,	1	0.0991
blood tinged. +	1	0.0991
identified to indicate	1	0.0991
sign of intracranial	1	0.0991
lesions and known	1	0.0991
his father of	1	0.0991
man with t-cell	1	0.0991
from cath lab.a:	1	0.0991
of very early	1	0.0991
lle slightly red,	1	0.0991
patient firstname **]	1	0.0991
appear to be	1	0.0991
secretions inpatient with	1	0.0991
in remission.3. non-hodgkin	1	0.0991
this week c/w	1	0.0991
80yo man w/	1	0.0991
hcc. evaluate for	1	0.0991
and concern for	1	0.0991
71-year-old male with	1	0.0991
lady w advanced	1	0.0991
hemicolectomy in [**3072**].3.	1	0.0991
for intracranial mass/	1	0.0991
systemic processsuch as	1	0.0991
away yesterday from	1	0.0991
effusion.impression: progressive pulmonary	1	0.0991
evidence for intracranial	1	0.0991
lateral:history: t cell	1	0.0991
56 y/o with	1	0.0991
h/o prostate ca,	1	0.0991
wdi. coccyx with	1	0.0991
nausea andvomiting, ?	1	0.0991
abnormalities seento indicate	1	0.0991
gentleman with metastatic	1	0.0991
reportindication: line placement.	1	0.0991
number (radiology) 3590**]reason:	1	0.0991
lungs consistent with	1	0.0991
masses. evaluate for	1	0.0991
y/o man with	1	0.0991
died of complicationof	1	0.0991
preliminary report of	1	0.0991
htn, copd and	1	0.0991
2303**]admitting diagnosis: metastatic	1	0.0991
disposition:extended carefacility:waysidedischarge diagnosis:	1	0.0991
peripheral cholangio-ca and	1	0.0991
yo female w/	1	0.0991
lesions, worsening diffuse	1	0.0991
hepatocellular cancer, known	1	0.0991
f w/ h/o	1	0.0991
a neoplasm, either	1	0.0991
placementadmitting diagnosis: metastatic	1	0.0991
the clinicalsetting of	1	0.0991
and a rightthoracentesis.	1	0.0991
htn, copd, and	1	0.0991
14444**]reason: ptx?admitting diagnosis:	1	0.0991
germ cell vs	1	0.0991
pain. evaluate for	1	0.0991
14445**]reason: ptx?admitting diagnosis:	1	0.0991
esophageal biopsy for	1	0.0991
given the historyof	1	0.0991
hypoechoic rims, c/w	1	0.0991
from complications of	1	0.0991
with dx of	1	0.0991
x2.2. status post	1	0.0991
of leukemia was	1	0.0991
biopsy. r/o active	1	0.0991
has been diagnosedwith	1	0.0991
there isextensive osseous	1	0.0991
activity to suggest	1	0.0991
on trunk; subq	1	0.0991
lateral chest:history: h/o	1	0.0991
a history ofprior	1	0.0991
lower lobe non-smallcell	1	0.0991
phenotypic evidence of	1	0.0991
renal mass. possible	1	0.0991
to prior biopsy.	1	0.0991
__________________________________________________________________________final reporthistory: h/o	1	0.0991
le pain, paratesia,	1	0.0991
findings consistent with	1	0.0991
bladder ca, and	1	0.0991
views:history of burkitt's	1	0.0991
thoracentesis andpericardiocentesis.pt with	1	0.0991
please evaluate for	1	0.0991
with breast cancer	1	0.0991
history:- cutaneous t-cell	1	0.0991
man with non-hodgkins	1	0.0991
56-year-old male with	1	0.0991
vats.past medical history:	1	0.0991
findings regarding likely	1	0.0991
with newly diagnosed	1	0.0991
pa amd lateral.history:	1	0.0991
0700-1900dressing changes done:	1	0.0991
pnuemonectomy secondary to	1	0.0991
last evening showed	1	0.0991
examination:please evaluate for	1	0.0991
mother died of	1	0.0991
examination: evaluation for	1	0.0991
father nieces with	1	0.0991
yo f with	1	0.0991
number (radiology) 14803**]reason:	1	0.0991
there is extensive	1	0.0991
for evaluation of	1	0.0991
y.o. man with	1	0.0991
head bleed r/t	1	0.0991
was diagnosed with	1	0.0991
hiv positive patientwith	1	0.0991
year, exercising to	1	0.0991
patient with known	1	0.0991
abuse, cad, recentlydiagnosed	1	0.0991
and asbestos related	1	0.0991
do to hemorrhagic	1	0.0991
enhancement to suggest	1	0.0991
of[**3323-7-26**], the multiple	1	0.0991
past surgery for	1	0.0991
liver xplant w/	1	0.0991
mass, suspicious for	1	0.0991
reportap portable chesthistory:	1	0.0991
pulmonary and osseous	1	0.0991
and lateral:history of	1	0.0991
treat pt's aggressive	1	0.0991
single ap film:history:	1	0.0991
diagnosed with anaplastic	1	0.0991
iftumor has grown.3.	1	0.0991
bleed from diverticulitis	1	0.0991
3832**].family history:father w/	1	0.0991
with enteropathy-associated t-cell	1	0.0991
history of papillary	1	0.0991
brain tumor, with	1	0.0991
in patient with	1	0.0991
early foci of	1	0.0991
findingsare suspicious for	1	0.0991
aware of pt.'s	1	0.0991
bones to suggest	1	0.0991
of nh t-cell	1	0.0991
(daily).24. roho cushionfor	1	0.0991
suggestthe presence of	1	0.0991
_________________________________________________________________final reportindication: metastatic	1	0.0991
patient with burkitt's	1	0.0991
55-year-old female with	1	0.0991
ofcholangiocarcinoma, evaluate for	1	0.0991
was concerning for	1	0.0991
with remote h/o	1	0.0991
with known h/o	1	0.0991
abnormal enhancement or	1	0.0991
14446**]reason: ptx?admitting diagnosis:	1	0.0991
sent.past medical history:1.	1	0.0991
him stage iiia	1	0.0991
yo male with	1	0.0991
pulmonary nodules consistentwith	1	0.0991
reportindication: prostate and	1	0.0991
and history of	1	0.0991
man with h/o	1	0.0991
attending concern for	1	0.0991
normal. no pneumothorax.extensive	1	0.0991
but tinyfossae of	1	0.0991
h/o newly diagnosed	1	0.0991
(radiology) 3588**]reason: met	1	0.0991
ataxia. assess for	1	0.0991
**]-year-old male withnon-hodgkin's	1	0.0991
and alive with	1	0.0991
98'. remission x2.5yrs.non-hodgkin	1	0.0991
w/ hx r-	1	0.0991
butsmall foci of	1	0.0991
to evaluate forpossible	1	0.0991
number (radiology) 14810**]reason:	1	0.0991
carcinoma and diffuse	1	0.0991
hypertension, hyperlipidemia,prostate and	1	0.0991
trauma, or diffuse	1	0.0991
lab.a: newly diagnosed	1	0.0991
consider resection ofthe	1	0.0991
chronic stable angina,	1	0.0991
pt's dx. of	1	0.0991
4yrs. ago with	1	0.0991
55yo f w/	1	0.0991
right [**11-9**], copdexacerbation,	1	0.0991
with enhancementsuggestive of	1	0.0991
contrast, [**2916-4-23**]indication: possible	1	0.0991
provided history of	1	0.0991
floor.past medical history:1.	1	0.0991
63-year-old female with	1	0.0991
in hydrothoraxadmitting diagnosis:	1	0.0991
distribution are consistentwith	1	0.0991
hct.past medical history:	1	0.0991
out infiltratesadmitting diagnosis:	1	0.0991
these opacities.3. extensive	1	0.0991
_____________________________________________________________________final reportclinical history:	1	0.0991
gastric ulcerssuspicious for	1	0.0991
medications:expireddischarge disposition:homefacility:expireddischarge diagnosis:pneumonia	1	0.0991
his father has	1	0.0991
or small cell	1	0.0991
for any further	1	0.0991
on sutent and	1	0.0991
thispatient with reported	1	0.0991
patient has had	1	0.0991
elevated lftsadmitting diagnosis:	1	0.0991
are looking for	1	0.0991
a brother whohad	1	0.0991
a new focusof	1	0.0991
of [**10-19**]. extensive	1	0.0991
recent diagnosis of	1	0.0991
for seizure activity;f/u?	1	0.0991
progression of pulmonary	1	0.0991
number (radiology) 3616**]reason:	1	0.0991
total abdominalhysterectomy for	1	0.0991
metastatic non-small cell	1	0.0991
buttiny foci of	1	0.0991
are incompletely evaluated.impression:	1	0.0991
superimposed on multiple	1	0.0991
gi blled, h/o	1	0.0991
lateral.history of left	1	0.0991
history of probable	1	0.0991
liver transplant with	1	0.0991
medical history:hypertensiongouts/p cholecystectomy	1	0.0991
effusion secondary to	1	0.0991
newly diagnosed non-hodgkin's	1	0.0991
upper lobectomy for	1	0.0991
of potential of	1	0.0991